Species,scientific_name,name,family
HKU,Urophycis brasiliensis,Brazilian codling,Gadidae
HKR,Urophycis chuss,Red hake,Gadidae
HKW,Urophycis tenuis,White hake,Gadidae
URE,Urophycis earllii,Carolina hake,Gadidae
URF,Urophycis floridana,Southern codling,Gadidae
URG,Urophycis regia,Spotted codling,Gadidae
URI,Urophycis cirrata,Gulf hake,Gadidae
URZ,Urophycis spp,Urophycis nei,Gadidae
HAD,Melanogrammus aeglefinus,Haddock,Gadidae
RCR,Raniceps raninus,Tadpole fish,Gadidae
COW,Eleginus navaga,Navaga(=Wachna cod),Gadidae
SAF,Eleginus gracilis,Saffron cod,Gadidae
MGX,Microgadus proximus,Pacific tomcod,Gadidae
TOM,Microgadus tomcod,Atlantic tomcod,Gadidae
POK,Pollachius virens,Saithe(=Pollock),Gadidae
POL,Pollachius pollachius,Pollack,Gadidae
ALK,Theragra chalcogramma,Alaska pollock(=Walleye poll.),Gadidae
TEF,Theragra finnmarchica,Norwegian pollock,Gadidae
POC,Boreogadus saida,Polar cod,Gadidae
ATG,Arctogadus glacialis,Artic cod,Gadidae
ATV,Arctogadus borisovi,East Siberian cod,Gadidae
GDG,Gadiculus argenteus,Silvery pout,Gadidae
GDE,Gaidropsarus ensis,Threadfin rockling,Gadidae
GDT,Gaidropsarus argentatus,Arctic rockling,Gadidae
GGY,Gaidropsarus biscayensis,Mediterranean bigeye rockling,Gadidae
GGR,Gaidropsarus macrophthalmus,Bigeye rockling,Gadidae
GGD,Gaidropsarus mediterraneus,Shore rockling,Gadidae
GGU,Gaidropsarus vulgaris,Three-bearded rockling,Gadidae
ROL,Gaidropsarus spp,Rocklings nei,Gadidae
LCM,Ciliata mustela,Fivebeard rockling,Gadidae
GCS,Ciliata septentrionalis,Northern rockling,Gadidae
GCQ,Ciliata spp,,Gadidae
NOP,Trisopterus esmarkii,Norway pout,Gadidae
POD,Trisopterus minutus,Poor cod,Gadidae
BIB,Trisopterus luscus,Pouting(=Bib),Gadidae
XOD,Trisopterus spp,Trisopterus nei,Gadidae
WHB,Micromesistius poutassou,Blue whiting(=Poutassou),Gadidae
POS,Micromesistius australis,Southern blue whiting,Gadidae
WHG,Merlangius merlangus,Whiting,Gadidae
ENC,Enchelyopus cimbrius,Fourbeard rockling,Gadidae
LYB,Lyconus brachycolus,,Merlucciidae
KXP,Lyconus pinnatus,,Merlucciidae
LYG,Lyconodes argenteus,,Merlucciidae
HKE,Merluccius merluccius,European hake,Merlucciidae
HKM,Merluccius senegalensis,Senegalese hake,Merlucciidae
HKN,Merluccius australis,Southern hake,Merlucciidae
HKS,Merluccius bilinearis,Silver hake,Merlucciidae
PHA,Merluccius gayi,South Pacific hake,Merlucciidae
HKP,Merluccius hubbsi,Argentine hake,Merlucciidae
NHA,Merluccius productus,North Pacific hake,Merlucciidae
HKB,Merluccius polli,Benguela hake,Merlucciidae
HKO,Merluccius paradoxus,Deep-water Cape hake,Merlucciidae
HOF,Merluccius albidus,Offshore silver hake,Merlucciidae
MRG,Merluccius angustimanus,Panama hake,Merlucciidae
HKK,Merluccius capensis,Shallow-water Cape hake,Merlucciidae
HVP,Merluccius patagonicus,Patagonian hake,Merlucciidae
HKX,Merluccius spp,Hakes nei,Merlucciidae
HKC,"Merluccius capensis, M.paradoxus",Cape hakes,Merlucciidae
SIG,Steindachneria argentea,Luminous hake,Merlucciidae
GRM,Macruronus magellanicus,Patagonian grenadier,Merlucciidae
GRN,Macruronus novaezelandiae,Blue grenadier,Merlucciidae
MRC,Macruronus capensis,Cape grenadier,Merlucciidae
HKZ,Merlucciidae,Merluccid hakes nei,Merlucciidae
RHG,Macrourus berglax,Roughhead grenadier,Macrouridae
WGR,Macrourus whitsoni,Whitson's grenadier,Macrouridae
MCC,Macrourus carinatus,Ridge scaled rattail,Macrouridae
MCH,Macrourus holotrachys,Bigeye grenadier,Macrouridae
QMC,Macrourus caml,Caml grenadier,Macrouridae
GRV,Macrourus spp,Grenadiers nei,Macrouridae
MRI,Macrouroides inflaticeps,,Macrouridae
HYS,Hymenocephalus italicus,Glasshead grenadier,Macrouridae
RNG,Coryphaenoides rupestris,Roundnose grenadier,Macrouridae
CNK,Coryphaenoides guentheri,G¸nther's grenadier,Macrouridae
CPJ,Coryphaenoides macrolophus,,Macrouridae
MRT,Coryphaenoides thelestomus,,Macrouridae
CKE,Coryphaenoides acrolepis,Pacific grenadier,Macrouridae
CKN,Coryphaenoides anguliceps,Loosescale grenadier,Macrouridae
CKK,Coryphaenoides ariommus,Humboldt grenadier,Macrouridae
CKH,Coryphaenoides armatus,Abyssal grenadier,Macrouridae
CKF,Coryphaenoides carminifer,Carmine grenadier,Macrouridae
CKJ,Coryphaenoides cinereus,Popeye grenadier,Macrouridae
CDR,Coryphaenoides delsolari,Trident grenadier,Macrouridae
CLY,Coryphaenoides longifilis,Longfin grenadier,Macrouridae
CKG,Coryphaenoides marginatus,Amami grenadier,Macrouridae
CPX,Coryphaenoides mexicanus,Mexican grenadier,Macrouridae
MCM,Coryphaenoides murrayi,Abyssal rattail,Macrouridae
MHN,Coryphaenoides nasutus,Largenose grenadier,Macrouridae
MCR,Coryphaenoides serrulatus,Serrulate whiptail,Macrouridae
MCS,Coryphaenoides subserrulatus,Longrayed whiptail,Macrouridae
MRZ,Coryphaenoides zaniophorus,Thickbeard grenadier,Macrouridae
CZF,Coryphaenoides ferrieri,,Macrouridae
CZL,Coryphaenoides lecointei,,Macrouridae
CVY,Coryphaenoides spp,"Grenadiers, whiptails nei",Macrouridae
CQA,Coelorinchus acanthiger,Surgeon grenadier,Macrouridae
CQC,Coelorinchus aconcagua,Aconcagua grenadier,Macrouridae
CQN,Coelorinchus anatirostris,Duckbill grenadier,Macrouridae
CQR,Coelorinchus argentatus,Silver whiptail,Macrouridae
CQG,Coelorinchus argus,Eyespot grenadier,Macrouridae
CQS,Coelorinchus aspercephalus,Rough-head whiptail,Macrouridae
CQU,Coelorinchus australis,Javelin,Macrouridae
CQB,Coelorinchus biclinozonalis,Two-barred whiptail,Macrouridae
CQE,Coelorinchus braueri,Shovelnose grenadier,Macrouridae
CQH,Coelorinchus canus,Clearsnout grenadier,Macrouridae
CQI,Coelorinchus caribbaeus,Blackfin grenadier,Macrouridae
CQO,Coelorinchus chilensis,Chilean grenadier,Macrouridae
CQL,Coelorinchus caelorhincus,Hollowsnout grenadier,Macrouridae
CQD,Coelorinchus denticulatus,Filesnout grenadier,Macrouridae
CQF,Coelorinchus fasciatus,Banded whiptail,Macrouridae
CQM,Coelorinchus formosanus,Formosa grenadier,Macrouridae
CQX,Coelorinchus hexafasciatus,Six-band grenadier,Macrouridae
CQT,Coelorinchus innotabilis,Notable whiptail,Macrouridae
CQJ,Coelorinchus japonicus,Japanese grenadier,Macrouridae
MCK,Coelorinchus kaiyomaru,Campbell whiptail,Macrouridae
CQK,Coelorinchus kamoharai,Kamohara grenadier,Macrouridae
CQQ,Coelorinchus karrerae,Karrer's whiptail,Macrouridae
MCE,Coelorinchus kermadecus,Kermadec rattail,Macrouridae
CQY,Coelorinchus kishinouyei,Mugura grenadier,Macrouridae
CQV,Coelorinchus labiatus,Spearsnouted grenadier,Macrouridae
CQP,Coelorinchus longicephalus,Longhead grenadier,Macrouridae
CQW,Coelorinchus macrochir,Longarm grenadier,Macrouridae
CEH,Coelorinchus marinii,Marini's grenadier,Macrouridae
MCT,Coelorinchus matamua,Mahia whiptail,Macrouridae
CKU,Coelorinchus multispinulosus,Spearnose grenadier,Macrouridae
CKO,Coelorinchus occa,Swordsnout grenadier,Macrouridae
CKV,Coelorinchus oliverianus,Hawknose grenadier,Macrouridae
CKR,Coelorinchus parallelus,Spiny grenadier,Macrouridae
CKD,Coelorinchus productus,Unicorn grenadier,Macrouridae
CKS,Coelorinchus scaphopsis,Shoulderspot grenadier,Macrouridae
CKX,Coelorinchus ventrilux,Firebelly grenadier,Macrouridae
QCL,Coelorinchus geronimo,,Macrouridae
QDS,Coelorinchus trunovi,,Macrouridae
CWX,Coelorinchus spp,,Macrouridae
AIP,Albatrossia pectoralis,Giant grenadier,Macrouridae
AFG,Asthenomacrurus fragilis,Fragile grenadier,Macrouridae
TYH,Trachyrincus helolepis,Armourhead grenadier,Macrouridae
TSU,Trachyrincus scabrus,Roughsnout grenadier,Macrouridae
BGO,Bathygadus macrops,Bullseye grenadier,Macrouridae
BGN,Bathygadus melanobranchus,Vaillant's grenadier,Macrouridae
BFZ,Bathygadus favosus,,Macrouridae
SUQ,Squalogadus modificatus,,Macrouridae
CKC,Cetonurus crassiceps,Globosehead rattail,Macrouridae
CKP,Cetonurus globiceps,,Macrouridae
MNI,Cynomacrurus piriei,Dogtooth grenadier,Macrouridae
ODU,Odontomacrurus murrayi,Roundhead grenadier,Macrouridae
TNS,Trachonurus sulcatus,Bristly grenadier,Macrouridae
SGG,Sphagemacrurus grenadae,,Macrouridae
NZB,Nezumia bairdi,Marlin-spike grenadier,Macrouridae
NZA,Nezumia aequalis,Common Atlantic grenadier,Macrouridae
NZC,Nezumia condylura,,Macrouridae
NZO,Nezumia convergens,Peruvian grenadier,Macrouridae
NZD,Nezumia duodecim,Twelve-rayed grenadier,Macrouridae
NZL,Nezumia latirostrata,Broadsnout grenadier,Macrouridae
NZI,Nezumia liolepis,Smooth grenadier,Macrouridae
NZR,Nezumia loricata,Parrot grenadier,Macrouridae
NZM,Nezumia micronychodon,Smalltooth grenadier,Macrouridae
NZT,Nezumia orbitalis,Spectacled grenadier,Macrouridae
NZP,Nezumia proxima,Short-tail grenadier,Macrouridae
NZS,Nezumia sclerorhynchus,Roughtip grenadier,Macrouridae
NZE,Nezumia stelgidolepis,California grenadier,Macrouridae
QMX,Nezumia spp,,Macrouridae
MLL,Malacocephalus laevis,Softhead grenadier,Macrouridae
MLO,Malacocephalus occidentalis,Western softhead grenadier,Macrouridae
QKX,Malacocephalus spp,,Macrouridae
GAC,Gadomus arcuatus,Doublethread grenadier,Macrouridae
HLN,Haplomacrourus nudirostris,Naked snout rattail,Macrouridae
IDA,Idiolophorhynchus andriashevi,Pineapple rattail,Macrouridae
KUC,Kumba calvifrons,,Macrouridae
KUB,Kuronezumia bubonis,Bulbous rattail,Macrouridae
KSR,Kuronezumia leonis,Snubnose whiptail,Macrouridae
LDE,Lepidorhynchus denticulatus,Thorntooth grenadier,Macrouridae
MLE,Mataeocephalus acipenserinus,Sturgeon grenadier,Macrouridae
MLT,Mataeocephalus tenuicauda,Slendertail grenadier,Macrouridae
MSN,Mesobius antipodum,Bathypelagic rattail,Macrouridae
PDK,Pseudonezumia cetonuropsis,,Macrouridae
VEA,Ventrifossa atherodon,Arrowtooth grenadier,Macrouridae
VEE,Ventrifossa ctenomelas,Hawaiian grenadier,Macrouridae
VED,Ventrifossa divergens,Plainfin grenadier,Macrouridae
VEG,Ventrifossa garmani,Sagami grenadier,Macrouridae
VEM,Ventrifossa macropogon,Longbeard grenadier,Macrouridae
VEI,Ventrifossa nigrodorsalis,Spinaker grenadier,Macrouridae
VES,Ventrifossa petersoni,Peterson's grenadier,Macrouridae
VFT,Ventrifossa nasuta,Conesnout grenadier,Macrouridae
RTX,Macrouridae,"Grenadiers, rattails nei",Macrouridae
MLG,Melanonus gracilis,Pelagic cod,Melanonidae
MZY,Melanonus zugmayeri,Arrowtail,Melanonidae
EUY,Euclichthys polynemus,Eucla cod,Euclichthyidae
GAD,Gadiformes,Gadiformes nei,
GTA,Gasterosteus aculeatus,Three-spined stickleback,Gasterosteidae
GUO,Gasterosteus crenobiontus,,Gasterosteidae
GUW,Gasterosteus wheatlandi,Blackspotted stickleback,Gasterosteidae
SKB,Gasterosteus spp,Sticklebacks,Gasterosteidae
CUZ,Culaea inconstans,Brook stickleback,Gasterosteidae
GPT,Pungitius pungitius,Ninespine stickleback,Gasterosteidae
PNY,Pungitius platygaster,Southern ninespine stickleback,Gasterosteidae
GSS,Spinachia spinachia,Sea stickleback,Gasterosteidae
AQD,Apeltes quadracus,Fourspine stickleback,Gasterosteidae
AJP,Aulichthys japonicus,,Aulorhynchidae
AFV,Aulorhynchus flavidus,Tube-snout,Aulorhynchidae
IPX,Indostomus paradoxus,Pipe fish,Indostomidae
EYC,Eurypegasus draconis,Short dragonfish,Pegasidae
PGV,Pegasus volitans,Longtail seamouth,Pegasidae
KLA,Hypoptychus dybowskii,Korean sandlance,Hypoptychidae
AGQ,Aulostomus strigosus,,Aulostomidae
FUC,Fistularia corneta,Pacific cornetfish,Fistulariidae
FUT,Fistularia tabacaria,Cornetfish,Fistulariidae
FIO,Fistularia commersonii,Bluespotted cornetfish,Fistulariidae
FIP,Fistularia petimba,Red cornetfish,Fistulariidae
FIT,Fistularia spp,Flutemouth,Fistulariidae
SNS,Macroramphosus scolopax,Longspine snipefish,Macroramphosidae
MFG,Macroramphosus gracilis,Slender snipefish,Macroramphosidae
NPE,Notopogon endeavouri,,Macroramphosidae
NPR,Notopogon fernandezianus,Orange bellowfish,Macroramphosidae
NPX,Notopogon xenosoma,Longspine bellowfish,Macroramphosidae
NLD,Notopogon lilliei,Crested bellowfish,Macroramphosidae
IXX,Notopogon spp,,Macroramphosidae
SNI,Macroramphosidae,Snipefishes nei,Macroramphosidae
CUW,Centriscus cristatus,Smooth razorfish,Centriscidae
FHS,Centriscus scutatus,Grooved razor-fish,Centriscidae
AOW,Aeoliscus punctulatus,Speckled shrimpfish,Centriscidae
CUQ,Centriscops humerosus,Banded yellowfish,Centriscidae
SLY,Solenostomus cyanopterus,Ghost pipefish,Solenostomidae
SXS,Solenostomus paradoxus,Harlequin ghost pipefish,Solenostomidae
SAQ,Anarchopterus criniger,Fringed pipefish,Syngnathidae
AYE,Apterygocampus epinnulatus,,Syngnathidae
SGQ,Syngnathus acus,Greater pipefish,Syngnathidae
STQ,Syngnathus typhle,Broadnosed pipefish,Syngnathidae
SHQ,Syngnathus abaster,,Syngnathidae
SGP,Syngnathus phlegon,,Syngnathidae
SFR,Syngnathus rostellatus,Nilsson's pipefish,Syngnathidae
SSJ,Syngnathus schmidti,,Syngnathidae
SUZ,Syngnathus taenionotus,,Syngnathidae
STX,Syngnathus tenuirostris,,Syngnathidae
SVR,Syngnathus variegatus,,Syngnathidae
SWY,Syngnathus spp,Pipefishes nei,Syngnathidae
BHT,Bhanotia fasciolata,,Syngnathidae
HPY,Hippocampus fuscus,Sea pony,Syngnathidae
HPH,Hippocampus hippocampus,Short snouted seahorse,Syngnathidae
HPI,Hippocampus guttulatus,Long-snouted seahorse,Syngnathidae
HWF,Hippocampus comes,Tiger tail seahorse,Syngnathidae
HZI,Hippocampus algiricus,West African seahorse,Syngnathidae
HVH,Hippocampus kuda,Spotted seahorse,Syngnathidae
HVK,Hippocampus trimaculatus,Longnose seahorse,Syngnathidae
HVN,Hippocampus histrix,Thorny seahorse,Syngnathidae
HIC,Hippocampus spp,Seahorses nei,Syngnathidae
NRM,Nerophis maculatus,,Syngnathidae
NRO,Nerophis ophidion,Straightnose pipefish,Syngnathidae
NRL,Nerophis lumbriciformis,Worm pipefish,Syngnathidae
DBJ,Doryichthys boaja,,Syngnathidae
CBJ,Choeroichthys brachysoma,Short-bodied pipefish,Syngnathidae
SGH,Stigmatopora argus,Spotted pipefish,Syngnathidae
SGJ,Syngnathoides biaculeatus,Alligator pipefish,Syngnathidae
SGD,Solegnathus dunckeri,,Syngnathidae
AQA,Acentronura australe,Southern little pipehorse,Syngnathidae
DJP,Acentronura tentaculata,Shortpouch pygmy pipehorse,Syngnathidae
PXT,Phyllopteryx taeniolatus,Common seadragon,Syngnathidae
PCQ,Phycodurus eques,Leafy seadragon,Syngnathidae
BXY,Bryx analicarens,Pink pipefish,Syngnathidae
BLN,Bulbonaricus brauni,Pugheaded pipefish,Syngnathidae
CGL,Campichthys galei,Gale's pipefish,Syngnathidae
CFV,Corythoichthys flavofasciatus,Network pipefish,Syngnathidae
DBY,Corythoichthys haematopterus,Messmate pipefish,Syngnathidae
CPZ,Cosmocampus arctus,Snubnose pipefish,Syngnathidae
DDE,Cosmocampus retropinnis,,Syngnathidae
DDN,Cosmocampus investigatoris,,Syngnathidae
ENQ,Entelurus aequoreus,Snake pipefish,Syngnathidae
DBW,Doryrhamphus baldwini,,Syngnathidae
DCQ,Doryrhamphus excisus,Bluestripe pipefish,Syngnathidae
ENK,Enneacampus kaupi,,Syngnathidae
FXE,Festucalex erythraeus,,Syngnathidae
FXW,Festucalex wassi,,Syngnathidae
FLG,Filicampus tigris,Tiger pipefish,Syngnathidae
HBK,Halicampus brocki,Brock's pipefish,Syngnathidae
HYF,Haliichthys taeniophorus,Ribboned pipefish,Syngnathidae
HRU,Heraldia nocturna,,Syngnathidae
HCY,Hippichthys cyanospilus,Blue-spotted pipefish,Syngnathidae
GZR,Hippichthys penicillus,Beady pipefish,Syngnathidae
HSI,Histiogamphelus cristatus,Macleay's crested pipefish,Syngnathidae
HYH,Hypselognathus horridus,Prickly pipefish,Syngnathidae
IYC,Ichthyocampus carce,,Syngnathidae
KUU,Kaupus costatus,,Syngnathidae
KUS,Kimblaeus bassensis,Trawl pipefish,Syngnathidae
LTF,Leptoichthys fistularius,Brush-tailed pipefish,Syngnathidae
LNB,Leptonotus blainvilleanus,Deep-bodied pipefish,Syngnathidae
LSW,Lissocampus bannwarthi,,Syngnathidae
MBY,Maroubra yasudai,Orange pipefish,Syngnathidae
MID,Micrognathus andersonii,Shortnose pipefish,Syngnathidae
MIG,Microphis argulus,Flat-nosed pipefish,Syngnathidae
QBV,Microphis brachyurus,Short-tailed pipefish,Syngnathidae
MIY,Minyichthys myersi,Myers' pipefish,Syngnathidae
MIO,Mitotichthys mollisoni,Mollison's pipefish,Syngnathidae
NAL,Nannocampus elegans,Elegant pipefish,Syngnathidae
NIR,Notiocampus ruber,Red pipefish,Syngnathidae
PXU,Penetopteryx nanus,,Syngnathidae
PXL,Phoxocampus belcheri,Rock pipefish,Syngnathidae
PFK,Pseudophallus starksii,,Syngnathidae
PGQ,Pugnaso curtirostris,Pug-nosed pipefish,Syngnathidae
SKU,Siokunichthys bentuviai,,Syngnathidae
STK,Stipecampus cristatus,Ring-backed pipefish,Syngnathidae
TYF,Trachyrhamphus bicoarctatus,Double-ended pipefish,Syngnathidae
URN,Urocampus carinirostris,,Syngnathidae
VCM,Vanacampus margaritifer,Mother-of-pearl pipefish,Syngnathidae
VUX,Syngnathidae,"Pipefishes, seahorses nei",Syngnathidae
LAG,Lampris guttatus,Opah,Lampridae
LAI,Lampris immaculatus,Southern opah,Lampridae
LAP,Lampris spp,"Moonfish, opah, mambo",Lampridae
VMM,Metavelifer multiradiatus,Spinyfin velifer,Veliferidae
VVH,Velifer hypselopterus,Sailfin velifer,Veliferidae
LEK,Eumecichthys fiski,Unicorn crestfish,Lophotidae
LLL,Lophotus lacepede,Crested oarfish,Lophotidae
LOP,Lophotus capellei,Unicornfish,Lophotidae
DSM,Desmodema polystictum,Polka-dot ribbonfish,Trachipteridae
TRQ,Trachipterus trachypterus,Mediterranean dealfish,Trachipteridae
TPA,Trachipterus arcticus,Dealfish,Trachipteridae
TJZ,Trachipterus jacksonensis,Blackflash ribbonfish,Trachipteridae
TWK,Trachipterus ishikawae,Slender ribbonfish,Trachipteridae
TRP,Trachipterus spp,Dealfishes,Trachipteridae
ZUE,Zu elongatus,Taper-tail ribbonfish,Trachipteridae
ZUC,Zu cristatus,Scalloped ribbonfish,Trachipteridae
TRX,Trachipteridae,Ribbonfishes,Trachipteridae
REL,Regalecus glesne,King of herrings,Regalecidae
AGP,Agrostichthys parkeri,Streamer fish,Regalecidae
RGR,Gymnetrus russelii,,Regalecidae
RRG,Regalecidae,Oarfishes nei,Regalecidae
LSC,Stylephorus chordatus,Tube-eye,Stylephoridae
ATI,Ateleopus indicus,,Ateleopodidae
IQI,Ateleopus natalensis,Jelly-head fish,Ateleopodidae
AGA,Guentherus altivela,Jellynose,Ateleopodidae
AID,Ijimaia dofleini,,Ateleopodidae
AZI,Ijimaia loppei,Loppe's tadpole fish,Ateleopodidae
JQX,Ateleopodidae,Jellynose fishes nei,Ateleopodidae
MEF,Eutaeniophorus festivus,Festive ribbonfish,Mirapinnidae
LME,Mirapinna esau,Hairyfish,Mirapinnidae
LMB,Parataeniophorus brevis,,Mirapinnidae
LMX,Ataxolepis apus,,Megalomycteridae
LMC,Cetomimoides parri,,Megalomycteridae
LRE,Radiicephalus elongatus,Tapertail,Radiicephalidae
UCT,Cualac tessellatus,Checkered pupfish,Cyprinodontidae
UBC,Cubanichthys cubensis,Cuban killifish,Cyprinodontidae
CVZ,Cyprinodon alvarezi,Potosi pupfish,Cyprinodontidae
YCM,Cyprinodon macularius,Desert pupfish,Cyprinodontidae
YCU,Cyprinodon atrorus,Bolson pupfish,Cyprinodontidae
YCF,Cyprinodon latifasciatus,Parras pupfish,Cyprinodontidae
YCK,Cyprinodon variegatus,Sheepshead minnow,Cyprinodontidae
FYC,Floridichthys carpio,Goldspotted killifish,Cyprinodontidae
JDF,Jordanella floridae,Flagfish,Cyprinodontidae
KWA,Kosswigichthys asquamatus,Scaleless killifish,Cyprinodontidae
MPP,Megupsilon aporus,Catarina pupfish,Cyprinodontidae
OUG,Orestias chungarensis,,Cyprinodontidae
AFS,Aphanius fasciatus,,Cyprinodontidae
AFD,Aphanius dispar,,Cyprinodontidae
AFJ,Aphanius iberus,Spanish toothcarp,Cyprinodontidae
ADU,Allodontichthys hubbsi,Whitepatched splitfin,Goodeidae
ATZ,Allodontichthys tamazulae,Tuxpan splitfin,Goodeidae
ADE,Allotoca dugesii,Opal allotoca,Goodeidae
GMS,Ameca splendens,Butterfly splitfin,Goodeidae
GAW,Ataeniobius toweri,Bluetail goodea,Goodeidae
GCY,Crenichthys baileyi,White River springfish,Goodeidae
GEE,Empetrichthys merriami,Ash Meadows killifish,Goodeidae
GGT,Girardinichthys multiradiatus,Darkedged splitfin,Goodeidae
GOT,Goodea atripinnis,Blackfin goodea,Goodeidae
KFL,Skiffia lermae,,Goodeidae
GCE,Chapalichthys encaustus,Barred splitfin,Goodeidae
GCP,Chapalichthys pardalis,Polka-dot splitfin,Goodeidae
GCU,Characodon audax,Bold characodon,Goodeidae
GCT,Characodon lateralis,Rainbow characodon,Goodeidae
HUT,Hubbsina turneri,,Goodeidae
IYF,Ilyodon furcidens,Goldbreast splitfin,Goodeidae
ZOQ,Zoogoneticus quitzeoensis,Picotee goodeid,Goodeidae
XTE,Xenotoca eiseni,Redtail splitfin,Goodeidae
XFC,Xenoophorus captivus,Relict splitfin,Goodeidae
XTR,Xenotaenia resolanae,Leopard splitfin,Goodeidae
NFC,Neoophorus catarinae,,Goodeidae
AFR,Alloophorus robustus,Bulldog goodeid,Goodeidae
AAW,Anableps anableps,Largescale foureyes,Anablepidae
JYL,Jenynsia lineata,Onesided livebearer,Anablepidae
XYD,Oxyzygonectes dovii,White-eye,Anablepidae
AFU,Alfaro cultratus,,Poeciliidae
GSF,Gambusia affinis,Mosquitofish,Poeciliidae
GSR,Gambusia echeagarayi,,Poeciliidae
AFE,Aplocheilichthys fuelleborni,,Poeciliidae
BFJ,Brachyrhaphis cascajalensis,,Poeciliidae
UBK,Carlhubbsia kidderi,,Poeciliidae
CXH,Congopanchax brichardi,,Poeciliidae
CXK,Cynopanchax bukobanus,,Poeciliidae
GIL,Girardinus creolus,Creole topminnow,Poeciliidae
HXS,Hylopanchax stictopleuron,,Poeciliidae
PEK,Poeciliopsis hnilickai,,Poeciliidae
HXE,Hypsopanchax catenatus,,Poeciliidae
LCU,Laciris pelagicus,,Poeciliidae
XFM,Xiphophorus montezumae,Montezuma swordtail,Poeciliidae
XUV,Xiphophorus alvarezi,,Poeciliidae
LYN,Lamprichthys tanganicanus,Tanganyika killifish,Poeciliidae
LMY,Limia caymanensis,Grand Cayman limia,Poeciliidae
NHC,Neoheterandria cana,,Poeciliidae
PFU,Pamphorichthys araguaiensis,,Poeciliidae
PXS,Pantanodon podoxys,,Poeciliidae
FCJ,Phalloptychus januarius,,Poeciliidae
PFD,Plataplochilus cabindae,,Poeciliidae
PRQ,Priapella bonita,,Poeciliidae
PZA,Priapichthys annectens,,Poeciliidae
PRZ,Procatopus aberrans,,Poeciliidae
PRW,Pseudopoecilia austrocolumbiana,,Poeciliidae
QTA,Quintana atrizona,Barred topminnow,Poeciliidae
SGW,Scolichthys greenwayi,,Poeciliidae
TUI,Tomeurus gracilis,,Poeciliidae
PFX,Phallichthys fairweatheri,,Poeciliidae
XXC,Xenodexia ctenolepis,,Poeciliidae
XUU,Xenophallus umbratilis,,Poeciliidae
FCU,Phalloceros caudimaculatus,Dusky millions fish,Poeciliidae
CNQ,Cnesterodon carnegiei,,Poeciliidae
HTA,Heterandria attenuata,,Poeciliidae
POZ,Poecilia amazonica,,Poeciliidae
PFL,Poecilia reticulata,Guppy,Poeciliidae
BXB,Belonesox belizanus,Top minnow,Poeciliidae
AFM,Adamas formosus,Starhead killi,Aplocheilidae
AFB,Aphyoplatys duboisi,,Aplocheilidae
AFH,Aphyosemion ahli,,Aplocheilidae
ADI,Aplocheilus dayi,Ceylon killifish,Aplocheilidae
AXD,Aplocheilus panchax,Blue panchax,Aplocheilidae
ADP,Austrofundulus dolichopterus,Saberfin killie,Aplocheilidae
CBY,Cynolebias bellottii,Argentine pearlfish,Aplocheilidae
DCY,Diapteron cyanostictum,Gabon jewelfish,Aplocheilidae
EYA,Epiplatys azureus,,Aplocheilidae
FOF,Foerschichthys flavipinnis,,Aplocheilidae
FUY,Fundulosoma thierryi,,Aplocheilidae
LLN,Leptolebias minimus,Barredtail pearlfish,Aplocheilidae
NBY,Nothobranchius cyaneus,,Aplocheilidae
PXO,Pachypanchax omalonotus,,Aplocheilidae
PKY,Pronothobranchius kiyawensis,,Aplocheilidae
PBG,Pterolebias hoignei,,Aplocheilidae
RVY,Rivulus cylindraceus,Green rivulus,Aplocheilidae
SMO,Spectrolebias semiocellatus,,Aplocheilidae
PFH,Profundulus hildebrandi,Chiapas killifish,Profundulidae
ADX,Adinia xenica,Diamond killifish,Fundulidae
FUX,Fundulus bifax,Stippled studfish,Fundulidae
LUO,Leptolucania ommata,Pygmy killifish,Fundulidae
LUI,Lucania goodei,Bluefin killifish,Fundulidae
VLX,Valencia letourneuxi,Corfu toothcarp,Valenciidae
VHS,Valencia hispanica,Valencia toothcarp,Valenciidae
CUS,Genypterus blacodes,Pink cusk-eel,Ophidiidae
CUC,Genypterus chilensis,Red cusk-eel,Ophidiidae
CUB,Genypterus maculatus,Black cusk-eel,Ophidiidae
KCP,Genypterus capensis,Kingklip,Ophidiidae
GVT,Genypterus tigerinus,Rock ling,Ophidiidae
CEX,Genypterus spp,Cusk-eels nei,Ophidiidae
OPK,Parophidion schmidti,Dusky cusk-eel,Ophidiidae
OOA,Ophidion barbatum,Snake blenny,Ophidiidae
OVK,Ophidion holbrooki,Band cusk-eel,Ophidiidae
OQZ,Ophidion lozanoi,,Ophidiidae
OBK,Brotula clarki,,Ophidiidae
BRD,Brotula barbata,Bearded brotula,Ophidiidae
WBM,Brotula multibarbata,Goatsbeard brotula,Ophidiidae
OBV,Brotulotaenia brevicauda,,Ophidiidae
OHG,Hoplobrotula gnathopus,False kinglip,Ophidiidae
OLA,Lepophidium aporrhox,,Ophidiidae
LPW,Lepophidium brevibarbe,Shortbeard cusk-eel,Ophidiidae
DGQ,Lepophidium negropinna,Specklefin cusk-eel,Ophidiidae
OAG,Abyssobrotula galatheae,,Ophidiidae
OAA,Acanthonus armatus,,Ophidiidae
OAD,Apagesoma delosommatus,,Ophidiidae
OBI,Barathrites iris,,Ophidiidae
OBG,Bassogigas gillii,,Ophidiidae
OBO,Bassozetus compressus,,Ophidiidae
OBP,Bathyonus laticeps,,Ophidiidae
