Country,Species,Year,TLW
IE,SQE,2006,19.0
IE,SQE,2007,1.0
IE,SQE,2008,26.0
IE,SQE,2009,0.0
IE,SQE,2010,2.0
IE,SQE,2011,0.0
IE,SQE,2012,3.0
IE,SQE,2013,0.0
IE,SQE,2014,4.0
IE,SQI,2006,58.0
IE,SQI,2007,52.0
IE,SQI,2008,85.0
IE,SQI,2009,65.0
IE,SQI,2010,196.0
IE,SQI,2011,60.0
IE,SQI,2012,63.0
IE,SQI,2013,208.0
IE,SQI,2014,44.0
IE,SQL,2006,0.0
IE,SQL,2007,0.0
IE,SQL,2008,0.0
IE,SQL,2009,0.0
IE,SQL,2010,0.0
IE,SQL,2011,0.0
IE,SQL,2012,10.0
IE,SQL,2013,0.0
IE,SQL,2014,0.0
IE,SQR,2006,0.0
IE,SQR,2007,0.0
IE,SQR,2008,0.0
IE,SQR,2009,0.0
IE,SQR,2010,0.0
IE,SQR,2011,0.0
IE,SQR,2012,0.0
IE,SQR,2013,0.0
IE,SQR,2014,0.0
IE,SQS,2006,0.0
IE,SQS,2007,0.0
IE,SQS,2008,0.0
IE,SQS,2009,0.0
IE,SQS,2010,0.0
IE,SQS,2011,0.0
IE,SQS,2012,16.0
IE,SQS,2013,15.0
IE,SQS,2014,0.0
IE,SQU,2006,230.0
IE,SQU,2007,284.0
IE,SQU,2008,467.0
IE,SQU,2009,252.0
IE,SQU,2010,305.0
IE,SQU,2011,509.0
IE,SQU,2012,328.0
IE,SQU,2013,234.0
IE,SQU,2014,372.0
IE,SQZ,2006,0.0
IE,SQZ,2007,0.0
IE,SQZ,2008,0.0
IE,SQZ,2009,0.0
IE,SQZ,2010,0.0
IE,SQZ,2011,0.0
IE,SQZ,2012,0.0
IE,SQZ,2013,0.0
IE,SQZ,2014,0.0
IE,SRX,2006,790.0
IE,SRX,2007,1539.0
IE,SRX,2008,1688.0
IE,SRX,2009,1332.0
IE,SRX,2010,464.0
IE,SRX,2011,272.0
IE,SRX,2012,311.0
IE,SRX,2013,166.0
IE,SRX,2014,76.0
IE,SSD,2006,0.0
IE,SSD,2007,0.0
IE,SSD,2008,0.0
IE,SSD,2009,0.0
IE,SSD,2010,0.0
IE,SSD,2011,0.0
IE,SSD,2012,48.0
IE,SSD,2013,96.0
IE,SSD,2014,0.0
IE,SSM,2006,0.0
IE,SSM,2007,0.0
IE,SSM,2008,0.0
IE,SSM,2009,0.0
IE,SSM,2010,0.0
IE,SSM,2011,0.0
IE,SSM,2012,0.0
IE,SSM,2013,0.0
IE,SSM,2014,0.0
IE,SWM,2006,0.0
IE,SWM,2007,0.0
IE,SWM,2008,4.0
IE,SWM,2009,0.0
IE,SWM,2010,0.0
IE,SWM,2011,0.0
IE,SWM,2012,0.0
IE,SWM,2013,0.0
IE,SWM,2014,0.0
IE,SWO,2006,10.0
IE,SWO,2007,6.0
IE,SWO,2008,8.0
IE,SWO,2009,4.0
IE,SWO,2010,8.0
IE,SWO,2011,8.0
IE,SWO,2012,22.0
IE,SWO,2013,8.0
IE,SWO,2014,10.0
IE,SYC,2006,0.0
IE,SYC,2007,0.0
IE,SYC,2008,0.0
IE,SYC,2009,0.0
IE,SYC,2010,0.0
IE,SYC,2011,0.0
IE,SYC,2012,669.0
IE,SYC,2013,950.0
IE,SYC,2014,0.0
IE,SYR,2006,0.0
IE,SYR,2007,114.0
IE,SYR,2008,0.0
IE,SYR,2009,0.0
IE,SYR,2010,0.0
IE,SYR,2011,0.0
IE,SYR,2012,0.0
IE,SYR,2013,0.0
IE,SYR,2014,0.0
IE,SYT,2006,0.0
IE,SYT,2007,0.0
IE,SYT,2008,0.0
IE,SYT,2009,0.0
IE,SYT,2010,0.0
IE,SYT,2011,0.0
IE,SYT,2012,24.0
IE,SYT,2013,48.0
IE,SYT,2014,0.0
IE,SYX,2006,121.0
IE,SYX,2007,407.0
IE,SYX,2008,807.0
IE,SYX,2009,656.0
IE,SYX,2010,899.0
IE,SYX,2011,1073.0
IE,SYX,2012,95.0
IE,SYX,2013,73.0
IE,SYX,2014,1164.0
IE,THR,2006,0.0
IE,THR,2007,0.0
IE,THR,2008,0.0
IE,THR,2009,0.0
IE,THR,2010,0.0
IE,THR,2011,0.0
IE,THR,2012,0.0
IE,THR,2013,0.0
IE,THR,2014,0.0
IE,TPA,2006,0.0
IE,TPA,2007,0.0
IE,TPA,2008,0.0
IE,TPA,2009,0.0
IE,TPA,2010,0.0
IE,TPA,2011,0.0
IE,TPA,2012,0.0
IE,TPA,2013,156.0
IE,TPA,2014,0.0
IE,TRA,2006,0.0
IE,TRA,2007,0.0
IE,TRA,2008,0.0
IE,TRA,2009,0.0
IE,TRA,2010,0.0
IE,TRA,2011,0.0
IE,TRA,2012,0.0
IE,TRA,2013,0.0
IE,TRA,2014,0.0
IE,TRK,2006,0.0
IE,TRK,2007,0.0
IE,TRK,2008,0.0
IE,TRK,2009,0.0
IE,TRK,2010,0.0
IE,TRK,2011,0.0
IE,TRK,2012,0.0
IE,TRK,2013,0.0
IE,TRK,2014,0.0
IE,TRO,2006,0.0
IE,TRO,2007,0.0
IE,TRO,2008,0.0
IE,TRO,2009,0.0
IE,TRO,2010,0.0
IE,TRO,2011,0.0
IE,TRO,2012,0.0
IE,TRO,2013,0.0
IE,TRO,2014,0.0
IE,TRS,2006,0.0
IE,TRS,2007,0.0
IE,TRS,2008,0.0
IE,TRS,2009,0.0
IE,TRS,2010,0.0
IE,TRS,2011,0.0
IE,TRS,2012,0.0
IE,TRS,2013,0.0
IE,TRS,2014,0.0
IE,TUN,2006,0.0
IE,TUN,2007,0.0
IE,TUN,2008,0.0
IE,TUN,2009,0.0
IE,TUN,2010,0.0
IE,TUN,2011,0.0
IE,TUN,2012,0.0
IE,TUN,2013,0.0
IE,TUN,2014,0.0
IE,TUR,2006,665.0
IE,TUR,2007,665.0
IE,TUR,2008,582.0
IE,TUR,2009,440.0
IE,TUR,2010,533.0
IE,TUR,2011,534.0
IE,TUR,2012,676.0
IE,TUR,2013,577.0
IE,TUR,2014,546.0
IE,TUX,2006,0.0
IE,TUX,2007,0.0
IE,TUX,2008,0.0
IE,TUX,2009,0.0
IE,TUX,2010,0.0
IE,TUX,2011,0.0
IE,TUX,2012,0.0
IE,TUX,2013,0.0
IE,TUX,2014,0.0
IE,ULO,2006,0.0
IE,ULO,2007,0.0
IE,ULO,2008,0.0
IE,ULO,2009,0.0
IE,ULO,2010,0.0
IE,ULO,2011,0.0
IE,ULO,2012,0.0
IE,ULO,2013,15.0
IE,ULO,2014,0.0
IE,URS,2006,0.0
IE,URS,2007,0.0
IE,URS,2008,0.0
IE,URS,2009,0.0
IE,URS,2010,0.0
IE,URS,2011,0.0
IE,URS,2012,0.0
IE,URS,2013,0.0
IE,URS,2014,0.0
IE,URX,2006,0.0
IE,URX,2007,0.0
IE,URX,2008,0.0
IE,URX,2009,0.0
IE,URX,2010,0.0
IE,URX,2011,0.0
IE,URX,2012,0.0
IE,URX,2013,0.0
IE,URX,2014,0.0
IE,USB,2006,0.0
IE,USB,2007,0.0
IE,USB,2008,0.0
IE,USB,2009,0.0
IE,USB,2010,0.0
IE,USB,2011,0.0
IE,USB,2012,0.0
IE,USB,2013,0.0
IE,USB,2014,0.0
IE,USK,2006,83.0
IE,USK,2007,109.0
IE,USK,2008,17.0
IE,USK,2009,40.0
IE,USK,2010,30.0
IE,USK,2011,18.0
IE,USK,2012,6.0
IE,USK,2013,6.0
IE,USK,2014,4.0
IE,VLO,2006,48.0
IE,VLO,2007,0.0
IE,VLO,2008,0.0
IE,VLO,2009,0.0
IE,VLO,2010,0.0
IE,VLO,2011,0.0
IE,VLO,2012,0.0
IE,VLO,2013,0.0
IE,VLO,2014,3.0
IE,WHB,2006,206864.0
IE,WHB,2007,122295.0
IE,WHB,2008,82492.0
IE,WHB,2009,32336.0
IE,WHB,2010,30634.0
IE,WHB,2011,4723.0
IE,WHB,2012,25263.0
IE,WHB,2013,49944.0
IE,WHB,2014,80101.0
IE,WHE,2006,9372.0
IE,WHE,2007,6277.0
IE,WHE,2008,5614.0
IE,WHE,2009,6594.0
IE,WHE,2010,8928.0
IE,WHE,2011,9141.0
IE,WHE,2012,10326.0
IE,WHE,2013,7966.0
IE,WHE,2014,6422.0
IE,WHG,2006,15479.0
IE,WHG,2007,15887.0
IE,WHG,2008,8210.0
IE,WHG,2009,9673.0
IE,WHG,2010,14550.0
IE,WHG,2011,15682.0
IE,WHG,2012,19154.0
IE,WHG,2013,22418.0
IE,WHG,2014,22365.0
IE,WHM,2006,0.0
IE,WHM,2007,0.0
IE,WHM,2008,0.0
IE,WHM,2009,0.0
IE,WHM,2010,0.0
IE,WHM,2011,0.0
IE,WHM,2012,0.0
IE,WHM,2013,0.0
IE,WHM,2014,0.0
IE,WIT,2006,1986.0
IE,WIT,2007,1728.0
IE,WIT,2008,1318.0
IE,WIT,2009,1240.0
IE,WIT,2010,1270.0
IE,WIT,2011,1477.0
IE,WIT,2012,1961.0
IE,WIT,2013,2240.0
IE,WIT,2014,1890.0
IE,WRA,2006,0.0
IE,WRA,2007,0.0
IE,WRA,2008,0.0
IE,WRA,2009,0.0
IE,WRA,2010,0.0
IE,WRA,2011,0.0
IE,WRA,2012,0.0
IE,WRA,2013,0.0
IE,WRA,2014,0.0
IE,WRF,2006,0.0
IE,WRF,2007,0.0
IE,WRF,2008,0.0
IE,WRF,2009,0.0
IE,WRF,2010,0.0
IE,WRF,2011,0.0
IE,WRF,2012,0.0
IE,WRF,2013,0.0
IE,WRF,2014,0.0
IE,YFT,2006,0.0
IE,YFT,2007,0.0
IE,YFT,2008,0.0
IE,YFT,2009,0.0
IE,YFT,2010,0.0
IE,YFT,2011,0.0
IE,YFT,2012,0.0
IE,YFT,2013,0.0
IE,YFT,2014,0.0
IE,ZEX,2006,0.0
IE,ZEX,2007,0.0
IE,ZEX,2008,0.0
IE,ZEX,2009,0.0
IE,ZEX,2010,0.0
IE,ZEX,2011,0.0
IE,ZEX,2012,0.0
IE,ZEX,2013,0.0
IE,ZEX,2014,0.0
IM,ANF,2006,0.0
IM,ANF,2007,0.0
IM,ANF,2008,0.0
IM,ANF,2009,0.0
IM,ANF,2010,0.0
IM,ANF,2011,0.0
IM,ANF,2012,3.0
IM,ANF,2013,0.0
IM,ANF,2014,0.0
IM,BIB,2006,0.0
IM,BIB,2007,0.0
IM,BIB,2008,0.0
IM,BIB,2009,0.0
IM,BIB,2010,0.0
IM,BIB,2011,0.0
IM,BIB,2012,0.0
IM,BIB,2013,0.0
IM,BIB,2014,0.0
IM,BLL,2006,0.0
IM,BLL,2007,0.0
IM,BLL,2008,0.0
IM,BLL,2009,3.0
IM,BLL,2010,0.0
IM,BLL,2011,0.0
IM,BLL,2012,0.0
IM,BLL,2013,0.0
IM,BLL,2014,0.0
IM,COD,2006,0.0
IM,COD,2007,6.0
IM,COD,2008,3.0
IM,COD,2009,3.0
IM,COD,2010,5.0
IM,COD,2011,3.0
IM,COD,2012,3.0
IM,COD,2013,0.0
IM,COD,2014,0.0
IM,COE,2006,0.0
IM,COE,2007,0.0
IM,COE,2008,0.0
IM,COE,2009,0.0
IM,COE,2010,0.0
IM,COE,2011,0.0
IM,COE,2012,0.0
IM,COE,2013,0.0
IM,COE,2014,0.0
IM,CPR,2006,0.0
IM,CPR,2007,0.0
IM,CPR,2008,0.0
IM,CPR,2009,0.0
IM,CPR,2010,0.0
IM,CPR,2011,0.0
IM,CPR,2012,0.0
IM,CPR,2013,0.0
IM,CPR,2014,0.0
IM,CRE,2006,1206.0
IM,CRE,2007,735.0
IM,CRE,2008,600.0
IM,CRE,2009,876.0
IM,CRE,2010,2295.0
IM,CRE,2011,2031.0
IM,CRE,2012,2472.0
IM,CRE,2013,2198.0
IM,CRE,2014,2059.0
IM,CRS,2006,0.0
IM,CRS,2007,0.0
IM,CRS,2008,0.0
IM,CRS,2009,0.0
IM,CRS,2010,0.0
IM,CRS,2011,0.0
IM,CRS,2012,0.0
IM,CRS,2013,0.0
IM,CRS,2014,0.0
IM,CSH,2006,0.0
IM,CSH,2007,0.0
IM,CSH,2008,0.0
IM,CSH,2009,0.0
IM,CSH,2010,0.0
IM,CSH,2011,0.0
IM,CSH,2012,0.0
IM,CSH,2013,0.0
IM,CSH,2014,0.0
IM,DAB,2006,0.0
IM,DAB,2007,0.0
IM,DAB,2008,0.0
IM,DAB,2009,0.0
IM,DAB,2010,0.0
IM,DAB,2011,0.0
IM,DAB,2012,0.0
IM,DAB,2013,0.0
IM,DAB,2014,0.0
IM,DGH,2006,0.0
IM,DGH,2007,0.0
IM,DGH,2008,0.0
IM,DGH,2009,0.0
IM,DGH,2010,0.0
IM,DGH,2011,3.0
IM,DGH,2012,6.0
IM,DGH,2013,36.0
IM,DGH,2014,0.0
IM,DGX,2006,0.0
IM,DGX,2007,0.0
IM,DGX,2008,0.0
IM,DGX,2009,0.0
IM,DGX,2010,40.0
IM,DGX,2011,36.0
IM,DGX,2012,42.0
IM,DGX,2013,0.0
IM,DGX,2014,3.0
IM,DPX,2006,0.0
IM,DPX,2007,0.0
IM,DPX,2008,0.0
IM,DPX,2009,0.0
IM,DPX,2010,0.0
IM,DPX,2011,0.0
IM,DPX,2012,0.0
IM,DPX,2013,0.0
IM,DPX,2014,0.0
IM,FIN,2006,75.0
IM,FIN,2007,9.0
IM,FIN,2008,15.0
IM,FIN,2009,0.0
IM,FIN,2010,0.0
IM,FIN,2011,0.0
IM,FIN,2012,0.0
IM,FIN,2013,0.0
IM,FIN,2014,0.0
IM,GAG,2006,0.0
IM,GAG,2007,0.0
IM,GAG,2008,0.0
IM,GAG,2009,0.0
IM,GAG,2010,0.0
IM,GAG,2011,0.0
IM,GAG,2012,0.0
IM,GAG,2013,0.0
IM,GAG,2014,0.0
IM,GRO,2006,0.0
IM,GRO,2007,0.0
IM,GRO,2008,0.0
IM,GRO,2009,0.0
IM,GRO,2010,0.0
IM,GRO,2011,0.0
IM,GRO,2012,0.0
IM,GRO,2013,0.0
IM,GRO,2014,0.0
IM,GUG,2006,0.0
IM,GUG,2007,0.0
IM,GUG,2008,0.0
IM,GUG,2009,0.0
IM,GUG,2010,0.0
IM,GUG,2011,0.0
IM,GUG,2012,0.0
IM,GUG,2013,0.0
IM,GUG,2014,0.0
IM,GUR,2006,0.0
IM,GUR,2007,0.0
IM,GUR,2008,0.0
IM,GUR,2009,3.0
IM,GUR,2010,0.0
IM,GUR,2011,3.0
IM,GUR,2012,0.0
IM,GUR,2013,6.0
IM,GUR,2014,15.0
IM,GUX,2006,0.0
IM,GUX,2007,0.0
IM,GUX,2008,0.0
IM,GUX,2009,0.0
IM,GUX,2010,10.0
IM,GUX,2011,3.0
IM,GUX,2012,6.0
IM,GUX,2013,0.0
IM,GUX,2014,0.0
IM,HAD,2006,0.0
IM,HAD,2007,0.0
IM,HAD,2008,3.0
IM,HAD,2009,3.0
IM,HAD,2010,0.0
IM,HAD,2011,0.0
IM,HAD,2012,0.0
IM,HAD,2013,0.0
IM,HAD,2014,0.0
IM,HER,2006,0.0
IM,HER,2007,3.0
IM,HER,2008,6.0
IM,HER,2009,6.0
IM,HER,2010,0.0
IM,HER,2011,3.0
IM,HER,2012,3.0
IM,HER,2013,3.0
IM,HER,2014,0.0
IM,HKE,2006,0.0
IM,HKE,2007,0.0
IM,HKE,2008,0.0
IM,HKE,2009,0.0
IM,HKE,2010,0.0
IM,HKE,2011,0.0
IM,HKE,2012,0.0
IM,HKE,2013,0.0
IM,HKE,2014,0.0
IM,JOD,2006,0.0
IM,JOD,2007,0.0
IM,JOD,2008,0.0
IM,JOD,2009,0.0
IM,JOD,2010,0.0
IM,JOD,2011,0.0
IM,JOD,2012,0.0
IM,JOD,2013,0.0
IM,JOD,2014,0.0
IM,LBE,2006,96.0
IM,LBE,2007,114.0
IM,LBE,2008,132.0
IM,LBE,2009,114.0
IM,LBE,2010,235.0
IM,LBE,2011,147.0
IM,LBE,2012,192.0
IM,LBE,2013,135.0
IM,LBE,2014,99.0
IM,LEM,2006,0.0
IM,LEM,2007,0.0
IM,LEM,2008,0.0
IM,LEM,2009,0.0
IM,LEM,2010,0.0
IM,LEM,2011,0.0
IM,LEM,2012,0.0
IM,LEM,2013,0.0
IM,LEM,2014,0.0
IM,LEZ,2006,0.0
IM,LEZ,2007,0.0
IM,LEZ,2008,0.0
IM,LEZ,2009,0.0
IM,LEZ,2010,0.0
IM,LEZ,2011,0.0
IM,LEZ,2012,0.0
IM,LEZ,2013,0.0
IM,LEZ,2014,0.0
IM,LIN,2006,0.0
IM,LIN,2007,0.0
IM,LIN,2008,0.0
IM,LIN,2009,0.0
IM,LIN,2010,0.0
IM,LIN,2011,0.0
IM,LIN,2012,0.0
IM,LIN,2013,0.0
IM,LIN,2014,0.0
IM,MAC,2006,0.0
IM,MAC,2007,21.0
IM,MAC,2008,18.0
IM,MAC,2009,30.0
IM,MAC,2010,28.0
IM,MAC,2011,33.0
IM,MAC,2012,33.0
IM,MAC,2013,24.0
IM,MAC,2014,9.0
IM,MEG,2006,0.0
IM,MEG,2007,0.0
IM,MEG,2008,0.0
IM,MEG,2009,0.0
IM,MEG,2010,0.0
IM,MEG,2011,0.0
IM,MEG,2012,0.0
IM,MEG,2013,0.0
IM,MEG,2014,0.0
IM,MON,2006,0.0
IM,MON,2007,0.0
IM,MON,2008,0.0
IM,MON,2009,0.0
IM,MON,2010,0.0
IM,MON,2011,0.0
IM,MON,2012,0.0
IM,MON,2013,0.0
IM,MON,2014,0.0
IM,MUR,2006,0.0
IM,MUR,2007,0.0
IM,MUR,2008,0.0
IM,MUR,2009,0.0
IM,MUR,2010,0.0
IM,MUR,2011,0.0
IM,MUR,2012,0.0
IM,MUR,2013,0.0
IM,MUR,2014,0.0
IM,NEP,2006,12.0
IM,NEP,2007,0.0
IM,NEP,2008,156.0
IM,NEP,2009,3.0
IM,NEP,2010,10.0
IM,NEP,2011,6.0
IM,NEP,2012,21.0
IM,NEP,2013,9.0
IM,NEP,2014,15.0
IM,NOP,2006,0.0
IM,NOP,2007,0.0
IM,NOP,2008,0.0
IM,NOP,2009,0.0
IM,NOP,2010,0.0
IM,NOP,2011,0.0
IM,NOP,2012,0.0
IM,NOP,2013,0.0
IM,NOP,2014,0.0
IM,OCT,2006,0.0
IM,OCT,2007,0.0
IM,OCT,2008,0.0
IM,OCT,2009,0.0
IM,OCT,2010,0.0
IM,OCT,2011,0.0
IM,OCT,2012,0.0
IM,OCT,2013,0.0
IM,OCT,2014,0.0
IM,PEL,2006,0.0
IM,PEL,2007,0.0
IM,PEL,2008,0.0
IM,PEL,2009,0.0
IM,PEL,2010,0.0
IM,PEL,2011,0.0
IM,PEL,2012,0.0
IM,PEL,2013,0.0
IM,PEL,2014,0.0
IM,PIL,2006,0.0
IM,PIL,2007,0.0
IM,PIL,2008,0.0
IM,PIL,2009,0.0
IM,PIL,2010,0.0
IM,PIL,2011,0.0
IM,PIL,2012,0.0
IM,PIL,2013,0.0
IM,PIL,2014,0.0
IM,PLE,2006,0.0
IM,PLE,2007,0.0
IM,PLE,2008,3.0
IM,PLE,2009,3.0
IM,PLE,2010,0.0
IM,PLE,2011,0.0
IM,PLE,2012,0.0
IM,PLE,2013,0.0
IM,PLE,2014,0.0
IM,POK,2006,0.0
IM,POK,2007,6.0
IM,POK,2008,3.0
IM,POK,2009,6.0
IM,POK,2010,35.0
IM,POK,2011,6.0
IM,POK,2012,3.0
IM,POK,2013,3.0
IM,POK,2014,3.0
IM,POL,2006,0.0
IM,POL,2007,24.0
IM,POL,2008,24.0
IM,POL,2009,21.0
IM,POL,2010,0.0
IM,POL,2011,18.0
IM,POL,2012,27.0
IM,POL,2013,21.0
IM,POL,2014,12.0
IM,QSC,2006,1344.0
IM,QSC,2007,6084.0
IM,QSC,2008,2574.0
IM,QSC,2009,4503.0
IM,QSC,2010,14085.0
IM,QSC,2011,13491.0
IM,QSC,2012,11127.0
IM,QSC,2013,10701.0
IM,QSC,2014,3792.0
IM,RJB,2006,0.0
IM,RJB,2007,0.0
IM,RJB,2008,0.0
IM,RJB,2009,0.0
IM,RJB,2010,0.0
IM,RJB,2011,0.0
IM,RJB,2012,0.0
IM,RJB,2013,0.0
IM,RJB,2014,0.0
IM,RJC,2006,0.0
IM,RJC,2007,0.0
IM,RJC,2008,0.0
IM,RJC,2009,0.0
IM,RJC,2010,0.0
IM,RJC,2011,3.0
IM,RJC,2012,0.0
IM,RJC,2013,0.0
IM,RJC,2014,0.0
IM,SAL,2006,0.0
IM,SAL,2007,0.0
IM,SAL,2008,0.0
IM,SAL,2009,0.0
IM,SAL,2010,0.0
IM,SAL,2011,0.0
IM,SAL,2012,0.0
IM,SAL,2013,0.0
IM,SAL,2014,0.0
IM,SAN,2006,0.0
IM,SAN,2007,3.0
IM,SAN,2008,3.0
IM,SAN,2009,3.0
IM,SAN,2010,0.0
IM,SAN,2011,3.0
IM,SAN,2012,3.0
IM,SAN,2013,0.0
IM,SAN,2014,0.0
IM,SCE,2006,456.0
IM,SCE,2007,3447.0
IM,SCE,2008,4359.0
IM,SCE,2009,5202.0
IM,SCE,2010,6580.0
IM,SCE,2011,3801.0
IM,SCE,2012,4624.0
IM,SCE,2013,4367.0
IM,SCE,2014,5214.0
IM,SCR,2006,0.0
IM,SCR,2007,0.0
IM,SCR,2008,0.0
IM,SCR,2009,0.0
IM,SCR,2010,0.0
IM,SCR,2011,0.0
IM,SCR,2012,3.0
IM,SCR,2013,3.0
IM,SCR,2014,0.0
IM,SKA,2006,0.0
IM,SKA,2007,0.0
IM,SKA,2008,0.0
IM,SKA,2009,0.0
IM,SKA,2010,0.0
IM,SKA,2011,0.0
IM,SKA,2012,0.0
IM,SKA,2013,0.0
IM,SKA,2014,0.0
IM,SOL,2006,0.0
IM,SOL,2007,0.0
IM,SOL,2008,0.0
IM,SOL,2009,3.0
IM,SOL,2010,0.0
IM,SOL,2011,0.0
IM,SOL,2012,0.0
IM,SOL,2013,0.0
IM,SOL,2014,0.0
IM,SPR,2006,0.0
IM,SPR,2007,0.0
IM,SPR,2008,0.0
IM,SPR,2009,0.0
IM,SPR,2010,0.0
IM,SPR,2011,0.0
IM,SPR,2012,0.0
IM,SPR,2013,0.0
IM,SPR,2014,0.0
IM,SQC,2006,0.0
IM,SQC,2007,0.0
IM,SQC,2008,0.0
IM,SQC,2009,3.0
IM,SQC,2010,0.0
IM,SQC,2011,18.0
IM,SQC,2012,12.0
IM,SQC,2013,21.0
IM,SQC,2014,0.0
IM,SQU,2006,0.0
IM,SQU,2007,0.0
IM,SQU,2008,0.0
IM,SQU,2009,0.0
IM,SQU,2010,5.0
IM,SQU,2011,0.0
IM,SQU,2012,0.0
IM,SQU,2013,0.0
IM,SQU,2014,0.0
IM,SYC,2006,0.0
IM,SYC,2007,0.0
IM,SYC,2008,0.0
IM,SYC,2009,0.0
IM,SYC,2010,0.0
IM,SYC,2011,0.0
IM,SYC,2012,0.0
IM,SYC,2013,15.0
IM,SYC,2014,48.0
IM,SYX,2006,0.0
IM,SYX,2007,0.0
IM,SYX,2008,0.0
IM,SYX,2009,0.0
IM,SYX,2010,0.0
IM,SYX,2011,0.0
IM,SYX,2012,0.0
IM,SYX,2013,0.0
IM,SYX,2014,0.0
IM,TRS,2006,0.0
IM,TRS,2007,0.0
IM,TRS,2008,0.0
IM,TRS,2009,0.0
IM,TRS,2010,0.0
IM,TRS,2011,0.0
IM,TRS,2012,0.0
IM,TRS,2013,0.0
IM,TRS,2014,0.0
IM,TUR,2006,0.0
IM,TUR,2007,0.0
IM,TUR,2008,0.0
IM,TUR,2009,0.0
IM,TUR,2010,0.0
IM,TUR,2011,0.0
IM,TUR,2012,0.0
IM,TUR,2013,0.0
IM,TUR,2014,0.0
IM,WHE,2006,438.0
IM,WHE,2007,825.0
IM,WHE,2008,408.0
IM,WHE,2009,420.0
IM,WHE,2010,700.0
IM,WHE,2011,405.0
IM,WHE,2012,978.0
IM,WHE,2013,1497.0
IM,WHE,2014,2100.0
IM,WHF,2006,0.0
IM,WHF,2007,0.0
IM,WHF,2008,0.0
IM,WHF,2009,0.0
IM,WHF,2010,0.0
IM,WHF,2011,0.0
IM,WHF,2012,0.0
IM,WHF,2013,0.0
IM,WHF,2014,0.0
IM,WHG,2006,0.0
IM,WHG,2007,3.0
IM,WHG,2008,3.0
IM,WHG,2009,3.0
IM,WHG,2010,0.0
IM,WHG,2011,0.0
IM,WHG,2012,0.0
IM,WHG,2013,0.0
IM,WHG,2014,0.0
IM,WIT,2006,0.0
IM,WIT,2007,0.0
IM,WIT,2008,0.0
IM,WIT,2009,0.0
IM,WIT,2010,0.0
IM,WIT,2011,0.0
IM,WIT,2012,0.0
IM,WIT,2013,0.0
IM,WIT,2014,0.0
IS,ALC,2006,0.0
IS,ALC,2007,0.0
IS,ALC,2008,0.0
IS,ALC,2009,0.0
IS,ALC,2010,0.0
IS,ALC,2011,0.0
IS,ALC,2012,80.0
IS,ALC,2013,0.0
IS,ALC,2014,56.0
IS,ALF,2006,0.0
IS,ALF,2007,0.0
IS,ALF,2008,0.0
IS,ALF,2009,0.0
IS,ALF,2010,0.0
IS,ALF,2011,0.0
IS,ALF,2012,0.0
IS,ALF,2013,0.0
IS,ALF,2014,0.0
IS,ANT,2006,0.0
IS,ANT,2007,0.0
IS,ANT,2008,0.0
IS,ANT,2009,0.0
IS,ANT,2010,0.0
IS,ANT,2011,0.0
IS,ANT,2012,0.0
IS,ANT,2013,0.0
IS,ANT,2014,0.0
IS,ARG,2006,19076.0
IS,ARG,2007,16984.0
IS,ARG,2008,35632.0
IS,ARG,2009,47295.0
IS,ARG,2010,66330.0
IS,ARG,2011,0.0
IS,ARG,2012,37508.0
IS,ARG,2013,21991.0
IS,ARG,2014,28684.0
IS,ASN,2006,71316.0
IS,ASN,2007,0.0
IS,ASN,2008,0.0
IS,ASN,2009,0.0
IS,ASN,2010,0.0
IS,ASN,2011,0.0
IS,ASN,2012,0.0
IS,ASN,2013,0.0
IS,ASN,2014,0.0
IS,BET,2006,0.0
IS,BET,2007,0.0
IS,BET,2008,0.0
IS,BET,2009,0.0
IS,BET,2010,0.0
IS,BET,2011,0.0
IS,BET,2012,0.0
IS,BET,2013,0.0
IS,BET,2014,0.0
IS,BFT,2006,0.0
IS,BFT,2007,0.0
IS,BFT,2008,0.0
IS,BFT,2009,0.0
IS,BFT,2010,0.0
IS,BFT,2011,8.0
IS,BFT,2012,20.0
IS,BFT,2013,12.0
IS,BFT,2014,124.0
IS,BLI,2006,6936.0
IS,BLI,2007,7996.0
IS,BLI,2008,14616.0
IS,BLI,2009,16516.0
IS,BLI,2010,25508.0
IS,BLI,2011,23616.0
IS,BLI,2012,16818.0
IS,BLI,2013,8307.0
IS,BLI,2014,6356.0
IS,BSF,2006,92.0
IS,BSF,2007,4.0
IS,BSF,2008,0.0
IS,BSF,2009,0.0
IS,BSF,2010,436.0
IS,BSF,2011,688.0
IS,BSF,2012,1464.0
IS,BSF,2013,975.0
IS,BSF,2014,1432.0
IS,BSK,2006,0.0
IS,BSK,2007,0.0
IS,BSK,2008,0.0
IS,BSK,2009,0.0
IS,BSK,2010,0.0
IS,BSK,2011,0.0
IS,BSK,2012,0.0
IS,BSK,2013,0.0
IS,BSK,2014,0.0
IS,CAA,2006,65703.0
IS,CAA,2007,64714.0
IS,CAA,2008,58572.0
IS,CAA,2009,60504.0
IS,CAA,2010,50429.0
IS,CAA,2011,43949.0
IS,CAA,2012,40810.0
IS,CAA,2013,26382.0
IS,CAA,2014,29310.0
IS,CAB,2006,0.0
IS,CAB,2007,0.0
IS,CAB,2008,0.0
IS,CAB,2009,0.0
IS,CAB,2010,0.0
IS,CAB,2011,0.0
IS,CAB,2012,0.0
IS,CAB,2013,0.0
